Unnamed: 0,id,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,area,reserved_days,occupancy_rate,night_category,distance_to_attraction
44,172332,822284,Rae And Charlie,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,0.17,7,145,Inner,220,60.27,3,11.270860858146609
88,1133843,6220137,Prapussorn,Thon buri,13.72646255738608,100.49129336748284,Private room,800,1,0,0.0,1,365,Inner,0,0.0,1,7.522075150099924
131,608624,2940438,Kinifrog,Thon buri,13.71699,100.4783,Entire home/apt,2000,7,0,0.0,19,354,Inner,11,3.01,7,9.109792235364262
153,742497,3837874,Fr,Samphanthawong,13.73989,100.50179,Private room,1732,5,1,0.01,1,365,Inner,0,0.0,5,6.303820071526232
170,818612,822284,Rae And Charlie,Bang Sue,13.83148,100.52151,Entire home/apt,1000,3,7,0.06,7,146,Inner,219,60.0,3,11.251152655151895
171,822214,822284,Rae And Charlie,Bang Sue,13.83148,100.52307,Entire home/apt,1200,3,21,0.18,7,124,Inner,241,66.03,3,11.189847991525403
181,1404697,7489121,Anis,Bang Phlat,13.80698,100.5121,Private room,1050,1,0,0.0,10,365,Inner,0,0.0,1,9.315358698968287
182,1405480,7489121,Anis,Bang Phlat,13.80657,100.51192,Private room,1050,1,0,0.0,10,365,Inner,0,0.0,1,9.288575477685123
183,1406065,7489121,Anis,Bang Phlat,13.80685,100.5125,Private room,1050,1,0,0.0,10,365,Inner,0,0.0,1,9.279394552654097
195,861105,822284,Rae And Charlie,Bang Sue,13.83235,100.5228,Entire home/apt,1500,3,37,0.31,7,107,Inner,258,70.68,3,11.290183616604653
199,866152,822284,Rae And Charlie,Bang Sue,13.82955,100.52119,Entire home/apt,1000,3,0,0.0,7,146,Inner,219,60.0,3,11.066134386868711
270,2590896,13263993,Natty,Bang Sue,13.83165,100.52765,Private room,418,2,0,0.0,1,365,Inner,0,0.0,2,11.040654279442558
329,2720747,13922814,Phakarat,Bang Sue,13.80733,100.53038,Entire home/apt,1843,2,4,0.04,1,173,Inner,192,52.6,2,8.414605525661244
387,3813366,19607233,Panx,Thon buri,13.71066,100.48007,Entire home/apt,907,5,6,0.12,1,325,Inner,40,10.96,5,9.123311545698607
399,3133481,180484661,Pasun,Bang Sue,13.81936,100.53637,Entire home/apt,866,7,36,0.35,2,361,Inner,4,1.1,7,9.463590536998645
451,3382055,15169003,Nueng Suwanee,Bang Sue,13.82095,100.53517,Entire home/apt,750,3,21,0.21,2,164,Inner,201,55.07,3,9.668315897314136
465,4070339,7489121,Anis,Bang Phlat,13.80663,100.51206,Private room,1093,1,0,0.0,10,355,Inner,10,2.74,1,9.285615674158926
476,4081778,21171175,Vapex,Thon buri,13.70624,100.49502,Private room,1500,90,0,0.0,1,365,Inner,0,0.0,28+ days,7.808989998548589
496,3543320,12335081,Thanad,Bang Phlat,13.77608,100.48508,Private room,800,1,0,0.0,1,365,Inner,0,0.0,1,9.183817938333357
506,3596797,18123364,Jib,Bang Sue,13.82212,100.53333,Entire home/apt,933,19,38,0.38,2,257,Inner,108,29.59,19,9.84914781555716
540,4191911,8102534,โกมลเรสซิเดนซ์,Bang Phlat,13.78733,100.47119,Entire home/apt,650,1,1,0.03,2,364,Inner,1,0.27,1,11.101755555043004
553,4223808,4474838,Sue,Thon buri,13.7209,100.49248,Entire home/apt,1212,28,36,0.36,5,334,Inner,31,8.49,28+ days,7.51701758002662
567,4773429,596569,Juit,Bang Phlat,13.76669,100.48851,Entire home/apt,2078,1,0,0.0,1,365,Inner,0,0.0,1,8.400423087692541
594,5014309,2940438,Kinifrog,Thon buri,13.71786,100.47775,Entire home/apt,1330,28,102,1.06,19,310,Inner,55,15.07,28+ days,9.144725372039378
596,4272623,14496145,Saowaros,Samphanthawong,13.73325,100.51437,Private room,1000,1,107,1.09,5,361,Inner,4,1.1,1,4.952593379451588
597,4272717,14496145,Saowaros,Samphanthawong,13.73325,100.51437,Private room,1000,1,28,0.29,5,362,Inner,3,0.82,1,4.952593379451588
598,4272808,14496145,Saowaros,Samphanthawong,13.73325,100.51437,Private room,1446,1,27,0.27,5,364,Inner,1,0.27,1,4.952593379451588
634,5446612,27670770,Sam,Thon buri,13.69899,100.4823,Entire home/apt,3340,1,0,0.0,1,365,Inner,0,0.0,1,9.397771388045234
655,5500184,20246899,Panadda,Bang Sue,13.80109,100.52222,Private room,979,2,0,0.0,2,365,Inner,0,0.0,2,8.183546310907166
720,5652490,29294543,Apinya,Thon buri,13.71577,100.4816,Entire home/apt,935,28,13,0.15,1,347,Inner,18,4.93,28+ days,8.79907899188654
802,5397241,27979708,Poonii,Thon buri,13.71092,100.46957,Private room,1129,3,0,0.0,1,365,Inner,0,0.0,3,10.19778188062696
815,5816118,28809954,Sani,Thon buri,13.71852,100.48453,Private room,976,2,29,0.72,2,222,Inner,143,39.18,2,8.41499169295779
832,6584716,33697792,Lucksamon,Thon buri,13.7128,100.47584,Entire home/apt,350,40,8,0.1,3,96,Inner,269,73.7,28+ days,9.488437448670018
874,5924195,2940438,Kinifrog,Thon buri,13.71276,100.47939,Entire home/apt,855,26,56,0.6,19,321,Inner,44,12.05,26,9.12201296641207
888,6718509,35178131,Pim,Bang Phlat,13.78011,100.49148,Entire home/apt,3000,3,2,0.03,1,88,Inner,277,75.89,3,8.812440708060196
890,6723842,35206013,Thananrat,Bang Sue,13.80606,100.52781,Entire home/apt,790,28,127,1.41,1,280,Inner,85,23.29,28+ days,8.396212742099078
907,5970662,20246899,Panadda,Bang Sue,13.80128,100.5202,Private room,905,2,0,0.0,2,365,Inner,0,0.0,2,8.312738890791337
967,7039994,20498256,Borwornsak,Bang Sue,13.80476,100.53024,Private room,750,3,1,0.02,1,173,Inner,192,52.6,3,8.158359036963306
1001,7076429,10981779,Kate,Bang Sue,13.81811,100.54163,Private room,1455,4,4,0.06,5,90,Inner,275,75.34,4,9.191028249636368
1021,8005569,38333554,Supaporn,Thon buri,13.71748,100.48459,Entire home/apt,850,20,17,0.2,1,27,Inner,338,92.6,20,8.437429578585448
1069,8143524,42599074,Arisa,Thon buri,13.71407,100.4762,Entire home/apt,750,10,51,0.58,5,34,Inner,331,90.68,10,9.412224442964686
1076,7536072,39485522,Andy,Bang Sue,13.80895,100.52251,Entire home/apt,1100,28,14,0.16,1,331,Inner,34,9.32,28+ days,8.933263739501374
1099,8228104,43389865,Annie,Bang Sue,13.80412,100.53216,Private room,1405,1,0,0.0,3,0,Inner,365,100.0,1,8.013045695525234
1118,8258847,12984179,Wilawan,Bang Sue,13.8012,100.51919,Entire home/apt,750,1,6,0.07,1,210,Inner,155,42.47,1,8.362292651311337
1125,8676182,42456185,Stephanie,Bang Sue,13.83124,100.53376,Entire home/apt,650,3,0,0.0,1,362,Inner,3,0.82,3,10.805655103077322
1144,8319326,43743985,James,Bang Sue,13.83735,100.5379,Private room,2000,30,0,0.0,4,365,Inner,0,0.0,28+ days,11.35673506737907
1145,8319927,43743985,James,Bang Phlat,13.77997,100.48702,Private room,450,30,1,0.02,4,358,Inner,7,1.92,28+ days,9.21371586222838
1147,8320475,43743985,James,Bang Sue,13.81967,100.53385,Private room,565,30,0,0.0,4,83,Inner,282,77.26,28+ days,9.573539835603274
1180,7751583,40555394,Sutha,Bang Sue,13.80472,100.53121,Entire home/apt,1500,14,1,0.01,1,365,Inner,0,0.0,14,8.11346593760358
1182,8766635,45967508,ธัญญารัตน์,Thon buri,13.70722,100.48251,Private room,850,7,1,0.01,1,365,Inner,0,0.0,7,9.005846319355737
1227,8855331,42953784,Rapassanan,Thon buri,13.71844,100.48646,Private room,1500,60,0,0.0,1,365,Inner,0,0.0,28+ days,8.214864114137113
1235,8875113,46448285,อภิสรา,Thon buri,13.70638,100.49298,Private room,1500,31,0,0.0,1,362,Inner,3,0.82,28+ days,8.001591409849903
1273,9580135,49384786,Naphon,Thon buri,13.70818,100.49639,Entire home/apt,2500,30,2,0.03,1,90,Inner,275,75.34,28+ days,7.583145254006629
1356,10180198,52278760,Kaesinee,Bang Sue,13.80588,100.52604,Private room,1385,365,0,0.0,4,365,Inner,0,0.0,28+ days,8.459414777916901
1365,9678113,49626061,Chayut,Thon buri,13.71524,100.48031,Entire home/apt,2000,60,26,0.5,1,89,Inner,276,75.62,28+ days,8.949225866524749
1372,10200239,52278760,Kaesinee,Bang Sue,13.80734,100.52613,Private room,1385,365,0,0.0,4,365,Inner,0,0.0,28+ days,8.601062177802413
1373,10215697,52278760,Kaesinee,Bang Sue,13.8069,100.52588,Private room,1385,365,0,0.0,4,365,Inner,0,0.0,28+ days,8.56864937585631
1374,10216716,52278760,Kaesinee,Bang Sue,13.82747,100.52711,Private room,1385,180,0,0.0,4,365,Inner,0,0.0,28+ days,10.622446228710636
1375,9700484,43271563,Bam,Bang Sue,13.82299,100.53145,Entire home/apt,856,3,0,0.0,1,362,Inner,3,0.82,3,10.002091186315429
1381,10241461,50182388,Julee,Thon buri,13.69534,100.48597,Private room,60000,1,0,0.0,1,179,Inner,186,50.96,1,9.239247276760025
1430,10309373,42599074,Arisa,Thon buri,13.71425,100.47675,Entire home/apt,900,21,35,0.42,5,46,Inner,319,87.4,21,9.349567089770279
1477,9867568,37865055,Wong,Thon buri,13.71492,100.47788,Entire home/apt,444,90,0,0.0,1,364,Inner,1,0.27,28+ days,9.211970149492446
1505,9515026,3315162,Pupe,Samphanthawong,13.73972,100.51294,Entire home/apt,2300,2,331,4.01,5,122,Inner,243,66.58,2,5.098667417114681
1537,10649844,47324488,Tony,Bang Sue,13.82845,100.52916,Entire home/apt,1809,1,163,1.98,34,125,Inner,240,65.75,1,10.653212263466912
1571,11281361,3720410,Jane,Thon buri,13.71373,100.46999,Entire home/apt,800,14,11,0.13,1,235,Inner,130,35.62,14,10.070233020671145
1611,11657716,61863454,Apinya,Thon buri,13.71204,100.46914,Private room,1099,2,1,0.02,1,358,Inner,7,1.92,2,10.208161463812813
1627,10842493,28447831,Dr. Piyamas,Samphanthawong,13.73663,100.51472,Hotel room,1700,1,2,0.03,11,336,Inner,29,7.95,1,4.897465975995116
1642,11398803,10373341,Poo,Bang Sue,13.80504,100.52387,Entire home/apt,1300,90,7,0.09,2,36,Inner,329,90.14,28+ days,8.481306655285602
1703,11007169,25974509,Pornpan,Bang Sue,13.83404,100.52483,Private room,530,3,0,0.0,1,180,Inner,185,50.68,3,11.389918472367905
1727,11079142,57514756,อนุศักดิ์,Bang Sue,13.81869,100.53173,Private room,1000,1,0,0.0,1,180,Inner,185,50.68,1,9.540972592610355
1821,12168201,64508602,Thanapoj,Bang Sue,13.82792,100.52795,Entire home/apt,659,30,76,0.99,4,112,Inner,253,69.32,28+ days,10.639437657187731
1936,13303952,75151017,Nopmanee,Thon buri,13.71878,100.48749,Entire home/apt,1385,5,0,0.0,1,364,Inner,1,0.27,5,8.097592173588604
1953,13343614,65580784,Roman,Thon buri,13.70701,100.4906,Entire home/apt,460,10,5,0.08,2,4,Inner,361,98.9,10,8.207094783600644
2067,12686159,49135920,Rattana,Thon buri,13.7045,100.47855,Private room,480,30,0,0.0,2,0,Inner,365,100.0,28+ days,9.51541815626293
2090,12723513,61214772,Nattaya,Bang Phlat,13.78868,100.49309,Private room,835,1,0,0.0,1,365,Inner,0,0.0,1,9.222295793480221
2184,13921043,38048462,Pinrada,Thon buri,13.72179,100.48575,Entire home/apt,831,180,2,0.03,1,364,Inner,1,0.27,28+ days,8.205233563210395
2186,13923457,37790034,Wut,Bang Sue,13.83059,100.52576,Entire home/apt,4900,3,71,0.98,1,168,Inner,197,53.97,3,10.99660368565332
2208,14376776,66846231,Tuk,Bang Sue,13.83127,100.53403,Entire home/apt,693,30,0,0.0,1,365,Inner,0,0.0,28+ days,10.80123018343882
2212,14381429,88277815,Teerawan,Thon buri,13.71634,100.48315,Entire home/apt,2770,10,3,0.04,3,365,Inner,0,0.0,10,8.620684744524821
2222,13983716,83448888,Nick Teerachai,Bang Sue,13.80439,100.52517,Private room,1351,14,0,0.0,2,177,Inner,188,51.51,14,8.353220425361656
2228,14408446,88606186,Chatchawal,Bang Sue,13.80594,100.53108,Private room,1090,2,38,0.5,1,280,Inner,85,23.29,2,8.243593525430803
2234,14793325,16204812,Bodeesorn,Thon buri,13.71922,100.47759,Private room,8000,3,4,0.05,1,179,Inner,186,50.96,3,9.127931919986045
2283,14116054,47732587,Mook,Thon buri,13.70722,100.49537,Private room,1400,3,52,0.66,1,349,Inner,16,4.38,3,7.728077904314102
2287,14908229,92916048,Mick,Bang Sue,13.83028,100.53169,Entire home/apt,750,1,4,0.05,1,180,Inner,185,50.68,1,10.764711734334606
2357,14637776,90876766,Baanfangthon,Thon buri,13.72148,100.48109,Private room,801,1,206,2.8,4,149,Inner,216,59.18,1,8.705861110769124
2363,14205427,85784415,Juthaphorn,Bang Sue,13.81846,100.53727,Private room,1800,1,0,0.0,1,362,Inner,3,0.82,1,9.34167702968365
2404,15606210,100606916,Theprit,Thon buri,13.73975,100.49141,Private room,499,1,0,0.0,1,358,Inner,7,1.92,1,7.424594210054216
2420,15297482,21894271,Sirichan 'S Family,Thon buri,13.72675,100.48623,Private room,1800,1,13,0.18,7,271,Inner,94,25.75,1,8.05900746864679
2427,15108872,21894271,Sirichan 'S Family,Thon buri,13.72469,100.48476,Private room,2000,1,20,0.27,7,269,Inner,96,26.3,1,8.251027919693733
2428,15108888,21894271,Sirichan 'S Family,Thon buri,13.72458,100.48617,Private room,2700,1,4,0.05,7,268,Inner,97,26.58,1,8.102712206866933
2429,15116287,5285027,Kane,Bang Sue,13.81744,100.53736,Private room,757,3,2,0.03,6,90,Inner,275,75.34,3,9.230266036447777
2437,15649347,33697792,Lucksamon,Thon buri,13.71345,100.47757,Entire home/apt,450,80,11,0.15,3,80,Inner,285,78.08,28+ days,9.288632446524554
2445,15134622,8102534,โกมลเรสซิเดนซ์,Bang Phlat,13.78598,100.47224,Private room,850,1,0,0.0,2,363,Inner,2,0.55,1,10.928867688858594
2471,15170473,95636878,Yaowana,Bang Sue,13.80661,100.52776,Private room,599,1,7,0.15,1,129,Inner,236,64.66,1,8.453851634819722
2475,15320642,21894271,Sirichan 'S Family,Thon buri,13.72439,100.48425,Entire home/apt,6000,1,166,2.25,7,298,Inner,67,18.36,1,8.310949477768647
2490,15337138,97775010,Ying & Kuba,Bang Phlat,13.80086,100.50247,Private room,550,1,1,0.01,1,89,Inner,276,75.62,1,9.41401116136398
2502,15347934,36313213,Yaowanee,Bang Sue,13.82858,100.53821,Private room,900,15,8,0.13,1,329,Inner,36,9.86,15,10.402534954472776
2528,15411731,4330657,Panadda,Bang Sue,13.8055,100.52264,Private room,929,5,0,0.0,1,356,Inner,9,2.47,5,8.588272382700085
2554,16020271,82008710,Tanasak,Thon buri,13.71715,100.48179,Private room,500,180,0,0.0,1,365,Inner,0,0.0,28+ days,8.739642355719921
2556,16032286,55771717,Salute,Thon buri,13.7179,100.48188,Private room,797,2,126,1.72,1,305,Inner,60,16.44,2,8.709704343465322
2584,15472786,822284,Rae And Charlie,Bang Sue,13.83081,100.52238,Entire home/apt,2000,3,10,0.15,7,145,Inner,220,60.27,3,11.147646059201527
2621,16104309,102802994,Norapol,Bang Sue,13.81275,100.53343,Entire home/apt,950,3,0,0.0,1,177,Inner,188,51.51,3,8.859617551682296
2660,16137624,90876766,Baanfangthon,Thon buri,13.72154,100.48338,Private room,699,1,95,1.3,4,136,Inner,229,62.74,1,8.461837373151264
2662,16138502,90876766,Baanfangthon,Thon buri,13.72222,100.48336,Private room,799,1,209,2.84,4,135,Inner,230,63.01,1,8.449061951063095
2730,16249831,2940438,Kinifrog,Thon buri,13.71566,100.47816,Entire home/apt,1520,28,45,0.64,19,230,Inner,135,36.99,28+ days,9.161319545262879
2737,16667874,90876766,Baanfangthon,Thon buri,13.72082,100.48158,Private room,799,1,153,2.11,4,165,Inner,200,54.79,1,8.668705949842051
2756,16695326,32455266,Amy,Thon buri,13.71116,100.47632,Entire home/apt,851,5,148,2.04,10,135,Inner,230,63.01,5,9.49173533700195
2775,16719288,24215118,Watcharawit,Thon buri,13.71395,100.46991,Entire home/apt,1875,5,0,0.0,2,362,Inner,3,0.82,5,10.072404162602092
2814,16486874,61348939,Eib,Bang Sue,13.8308,100.52648,Entire home/apt,900,1,4,0.06,1,169,Inner,196,53.7,1,10.992565907975576
2822,17017846,32952941,Vk,Bang Sue,13.82983,100.52609,Private room,799,30,17,0.24,2,86,Inner,279,76.44,28+ days,10.905416931064035
2824,16508219,14496145,Saowaros,Samphanthawong,13.73333,100.51444,Private room,875,1,0,0.0,5,363,Inner,2,0.55,1,4.944313512966562
2825,16508434,14496145,Saowaros,Samphanthawong,13.73338,100.51431,Private room,1446,1,7,0.1,5,360,Inner,5,1.37,1,4.957876049160762
2865,16547366,61938166,Amp,Thon buri,13.7213,100.49263,Private room,1800,30,2,0.03,1,365,Inner,0,0.0,28+ days,7.490865328513902
2890,16866874,112396294,Jay,Bang Sue,13.80565,100.52942,Entire home/apt,750,30,34,0.48,2,141,Inner,224,61.37,28+ days,8.283928581315287
2925,16901916,72200559,Mum,Bang Sue,13.80284,100.52288,Entire home/apt,1554,1,198,2.79,3,319,Inner,46,12.6,1,8.317177888004688
2959,17436614,32952941,Vk,Bang Sue,13.83092,100.52675,Entire home/apt,818,30,34,0.57,2,87,Inner,278,76.16,28+ days,10.995518932986732
3062,17687660,120455789,Manenatta,Thon buri,13.71428,100.48084,Entire home/apt,524,180,1,0.01,3,362,Inner,3,0.82,28+ days,8.92337928705287
3063,17321098,113680372,Apichaya,Bang Sue,13.8297,100.52874,Private room,2700,1,0,0.0,1,89,Inner,276,75.62,1,10.798773008272699
3076,17693738,120455789,Manenatta,Bang Sue,13.82766,100.5269,Entire home/apt,541,180,16,0.32,3,267,Inner,98,26.85,28+ days,10.649866427646575
3105,17740630,115775803,Chotaya,Bang Sue,13.83161,100.53348,Private room,2700,1,0,0.0,1,89,Inner,276,75.62,1,10.853120187220432
3112,17565947,21894271,Sirichan 'S Family,Thon buri,13.72476,100.48624,Private room,3000,1,190,2.71,7,291,Inner,74,20.27,1,8.091891311786682
3145,18057562,116350912,Sirintip,Samphanthawong,13.73544,100.51303,Shared room,1350,1,0,0.0,1,90,Inner,275,75.34,1,5.083022062791918
3150,18062410,116350163,Saijai,Bang Phlat,13.77491,100.48364,Private room,2700,1,0,0.0,1,89,Inner,276,75.62,1,9.262185102377092
3153,17598078,42599074,Arisa,Thon buri,13.71528,100.47568,Entire home/apt,746,15,10,0.15,5,34,Inner,331,90.68,15,9.431382112696335
3168,18068872,116336172,Panitta,Samphanthawong,13.73708,100.51346,Shared room,2670,1,0,0.0,1,89,Inner,276,75.62,1,5.033574187016257
3241,18120065,124683404,Aek,Thon buri,13.71289,100.47861,Private room,2300,1,0,0.0,1,89,Inner,276,75.62,1,9.198500334373682
3259,17856633,115777422,Lookkarn,Bang Sue,13.80729,100.5286,Private room,2700,1,0,0.0,1,89,Inner,276,75.62,1,8.485688297874457
3261,17856919,115778127,Wasita,Bang Sue,13.80734,100.52593,Private room,2700,1,0,0.0,1,89,Inner,276,75.62,1,8.610294472910377
3291,18127246,83193757,Will & Micky,Bang Sue,13.82939,100.52734,Entire home/apt,981,2,2,0.03,1,363,Inner,2,0.55,2,10.814691820352152
3316,18385542,127343619,Waranya,Thon buri,13.71187,100.46937,Private room,1500,3,0,0.0,1,173,Inner,192,52.6,3,10.189333518075907
3361,18162277,124654683,Ploi,Bang Phlat,13.76738,100.49021,Private room,700,1,2,0.03,3,335,Inner,30,8.22,1,8.262272616196888
3393,18171276,125345657,Parn,Bang Sue,13.80214,100.5328,Private room,850,14,5,0.08,1,365,Inner,0,0.0,14,7.784055697135914
3411,18604369,117057915,Jeab,Bang Phlat,13.79213,100.49046,Private room,600,1,25,0.37,5,361,Inner,4,1.1,1,9.682843011647398
3421,18605590,117057915,Jeab,Bang Phlat,13.79079,100.48883,Private room,600,1,2,0.03,5,330,Inner,35,9.59,1,9.729005651341602
3447,18640734,129521498,Boyd,Samphanthawong,13.73998,100.51162,Shared room,600,1,8,0.12,2,177,Inner,188,51.51,1,5.242917439567168
3452,18985297,5285027,Kane,Bang Sue,13.81586,100.54119,Private room,1489,4,0,0.0,6,90,Inner,275,75.34,4,8.95882424390622
3459,18661416,129521498,Boyd,Samphanthawong,13.74001,100.51207,Shared room,620,1,24,0.36,2,179,Inner,186,50.96,1,5.194556300109054
3469,19594516,28447831,Dr. Piyamas,Samphanthawong,13.73685,100.5145,Private room,1586,1,16,0.25,11,331,Inner,34,9.32,1,4.921114856876801
3470,19595404,28447831,Dr. Piyamas,Samphanthawong,13.73682,100.51455,Private room,1500,1,10,0.16,11,336,Inner,29,7.95,1,4.9157197384118225
3471,19596050,28447831,Dr. Piyamas,Samphanthawong,13.73693,100.5145,Private room,1300,1,47,0.73,11,329,Inner,36,9.86,1,4.921092133623345
3480,19597373,63237228,Cherkyz,Thon buri,13.72006,100.49214,Private room,900,30,0,0.0,1,83,Inner,282,77.26,28+ days,7.575218391057198
3507,18744412,104067139,Pongwich,Bang Sue,13.80616,100.52835,Private room,14662,28,0,0.0,2,365,Inner,0,0.0,28+ days,8.382268859396405
3532,19627331,36830060,Sudyod,Bang Phlat,13.77631,100.48141,Private room,950,1,3,0.05,1,89,Inner,276,75.62,1,9.547370842008664
3540,18800894,130876994,Sampheng,Samphanthawong,13.74037,100.50575,Private room,900,1,11,0.17,1,364,Inner,1,0.27,1,5.879240343618452
3577,18829983,45152712,Piyapa,Samphanthawong,13.73769,100.50981,Private room,1957,1,66,0.98,1,361,Inner,4,1.1,1,5.428864460312184
3587,18843618,10981779,Kate,Bang Sue,13.81606,100.54079,Shared room,1044,1,0,0.0,5,90,Inner,275,75.34,1,8.990271136889955
3599,18863554,131428566,Beer,Bang Sue,13.82989,100.53693,Shared room,500,1,0,0.0,1,365,Inner,0,0.0,1,10.575545036004312
3614,19755489,136004827,Bob,Thon buri,13.71515,100.47911,Private room,750,30,10,0.16,1,335,Inner,30,8.22,28+ days,9.076949686068163
3660,19347996,100878988,Lalit,Thon buri,13.71688,100.47827,Entire home/apt,1000,60,0,0.0,1,180,Inner,185,50.68,28+ days,9.115905962955905
3677,19848984,95293468,Jay,Bang Sue,13.82952,100.52611,Private room,899,28,42,0.65,1,329,Inner,36,9.86,28+ days,10.872393946520644
3699,20039553,17509085,Nuchy,Thon buri,13.71591,100.47993,Entire home/apt,833,28,145,2.23,3,89,Inner,276,75.62,28+ days,8.969237908446956
3720,20066499,47767677,Pé,Thon buri,13.71944,100.49177,Entire home/apt,990,1,50,0.8,2,276,Inner,89,24.38,1,7.631183335180545
3749,20879268,17058989,Tawan,Bang Phlat,13.77489,100.48264,Private room,700,1,1,0.02,1,179,Inner,186,50.96,1,9.357745299616354
3752,20886996,2940438,Kinifrog,Thon buri,13.71607,100.48179,Entire home/apt,1625,28,51,0.8,19,285,Inner,80,21.92,28+ days,8.770449058341741
3764,20560839,64407077,Mak,Thon buri,13.70929,100.47962,Entire home/apt,1357,3,1,0.02,1,362,Inner,3,0.82,3,9.21876343164398
3769,20179768,123194331,Emon,Thon buri,13.715,100.49192,Private room,2200,7,0,0.0,1,365,Inner,0,0.0,7,7.75543577894408
3775,20197642,28447831,Dr. Piyamas,Samphanthawong,13.73695,100.51453,Private room,1714,1,7,0.11,11,320,Inner,45,12.33,1,4.91784427024027
3783,20575330,66350380,Amornpan,Bang Phlat,13.80229,100.50955,Private room,560,1,3,0.05,1,361,Inner,4,1.1,1,9.052273809290526
3790,20906841,101901585,Thanik,Bang Phlat,13.77665,100.48404,Entire home/apt,1658,15,112,1.76,4,0,Inner,365,100.0,15,9.312727554383624
3792,20216957,125100210,Nutthanee,Samphanthawong,13.736792818036871,100.51279786078103,Private room,890,1,133,2.03,3,356,Inner,9,2.47,1,5.1052351044180915
3822,20962417,45740086,Kantapong,Thon buri,13.721,100.49101,Private room,1400,1,16,0.25,2,365,Inner,0,0.0,1,7.669013219416298
3843,20668437,147863436,PiaS,Bang Sue,13.82976,100.53421,Private room,700,14,1,0.02,1,83,Inner,282,77.26,14,10.634882737294873
3849,20313425,36009950,Sunny,Thon buri,13.71654,100.47777,Entire home/apt,1300,2,94,1.44,11,345,Inner,20,5.48,2,9.177570263177824
3866,21014424,28447831,Dr. Piyamas,Samphanthawong,13.7369,100.51453,Hotel room,2900,1,3,0.05,11,320,Inner,45,12.33,1,4.917854125234254
3888,20368910,145286178,Pok,Samphanthawong,13.73782,100.51135,Hotel room,7957,1,0,0.0,4,364,Inner,1,0.27,1,5.262548732275397
3915,20370002,145286178,Pok,Samphanthawong,13.7381,100.50963,Hotel room,6241,1,0,0.0,4,365,Inner,0,0.0,1,5.44915015809144
3916,20371084,145286178,Pok,Samphanthawong,13.73991,100.50965,Hotel room,7489,1,0,0.0,4,364,Inner,1,0.27,1,5.4551158739355206
3918,20396566,145286178,Pok,Samphanthawong,13.73809,100.5095,Hotel room,6085,1,0,0.0,4,365,Inner,0,0.0,1,5.463182452748677
3933,20446225,21970931,Nui,Bang Sue,13.81896,100.53214,Entire home/apt,700,5,125,1.97,22,184,Inner,181,49.59,5,9.55520268986496
3942,21068753,42599074,Arisa,Thon buri,13.7166,100.48051,Entire home/apt,650,14,4,0.06,5,49,Inner,316,86.58,14,8.88897835246717
3958,21080055,151945900,Jasmeet,Thon buri,13.71507,100.47989,Entire home/apt,1180,60,13,0.21,2,301,Inner,64,17.53,28+ days,8.99804334382126
3974,21098426,57827253,Tula,Bang Sue,13.80525,100.52832,Entire home/apt,1688,4,34,0.57,1,133,Inner,232,63.56,4,8.291808502727791
3999,21167737,8123510,Tatiya,Bang Sue,13.8241,100.53205,Entire home/apt,994,3,85,1.34,13,350,Inner,15,4.11,3,10.099365088162308
4008,20840686,28447831,Dr. Piyamas,Samphanthawong,13.73733,100.50986,Private room,2951,1,7,0.11,11,308,Inner,57,15.62,1,5.4230469620681285
4023,20852409,28447831,Dr. Piyamas,Samphanthawong,13.73685,100.5145,Private room,12000,1,1,0.02,11,2,Inner,363,99.45,1,4.921114856876801
4027,21186786,152996292,Yuval,Bang Phlat,13.77668,100.48524,Shared room,320,1,4,0.07,1,360,Inner,5,1.37,1,9.200037390038899
4034,21790506,47425603,Bee,Thon buri,13.71752,100.47508,Entire home/apt,446,30,0,0.0,3,360,Inner,5,1.37,28+ days,9.434429168918317
